id,Sentence,Aspect Term,polarity,from,to,cleaned_sentence,processed_sentence,aspect_category,predicted_sentiment
754,"It's really also the service, is good and the waiters are friendly.",waiters,positive,46,53,its really also the service is good and the waiters are friendly,service good waiter friendly,service,positive
691,"The food was pretty good, but a little flavorless and the portions very small, including dessert.",food,conflict,4,8,the food was pretty good but a little flavorless and the portions very small including dessert,food pretty good little flavorless portion small include dessert,food,positive
691,"The food was pretty good, but a little flavorless and the portions very small, including dessert.",dessert,negative,89,96,the food was pretty good but a little flavorless and the portions very small including dessert,food pretty good little flavorless portion small include dessert,food,positive
691,"The food was pretty good, but a little flavorless and the portions very small, including dessert.",portions,negative,58,66,the food was pretty good but a little flavorless and the portions very small including dessert,food pretty good little flavorless portion small include dessert,food,positive
999,"It is set far from the small street it's on, and there is no traffic noise.",traffic noise,positive,61,74,it is set far from the small street its on and there is no traffic noise,set far small street traffic noise,ambience,negative
247,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,food,positive,50,54,lived in shanghai most of my life and thought the food was comparable to the flagship green bo restaurant there,live shanghai life think food comparable flagship green bo restaurant,food,positive
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food,positive,45,49,i highly recommend cafe st barts for their food the ambience and wonderful service,highly recommend cafe st bart food ambience wonderful service,food,positive
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",ambience,positive,55,63,i highly recommend cafe st barts for their food the ambience and wonderful service,highly recommend cafe st bart food ambience wonderful service,ambience,positive
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",service,positive,78,85,i highly recommend cafe st barts for their food the ambience and wonderful service,highly recommend cafe st bart food ambience wonderful service,service,positive
2649,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,dinner meeting,neutral,82,96,this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates,nice restaurant look good place host intimate dinner meeting business associate,food,positive
2396,All the NYU students love this place so it makes for a fun young atmosphere.,atmosphere,positive,65,75,all the nyu students love this place so it makes for a fun young atmosphere,nyu student love place make fun young atmosphere,ambience,positive
139,The food here does a great service to the name (Cantonese that is...).,food,positive,4,8,the food here does a great service to the name cantonese that is,food great service cantonese,food,positive
